HireDate,AnnualSalary,GrossPay
2014.3917808219178,20842.0,4604.61
2014.2109589041097,46309.0,48911.72
1999.0684931506848,84130.0,146941.15
2015.2410958904109,25709.0,2350.51
2001.1424657534246,69938.0,75836.31
2005.6082191780822,66731.0,75283.43
2013.9287671232876,62700.0,63300.02
1996.636612021858,86386.0,114342.48
1994.5671232876712,69400.0,70671.96
1978.9041095890411,69500.0,70010.89
2011.8109589041096,67000.0,65568.53
1990.4164383561645,11467.0,11371.94
1998.5671232876712,59487.0,60292.0
2010.4712328767123,73674.0,2703.37
1981.627397260274,47560.0,65921.15
2007.7945205479452,65446.0,138390.07
1985.2849315068493,57008.0,57301.53
2007.0767123287671,39000.0,55848.28
1978.8657534246574,62075.0,63240.24
2011.5671232876712,55625.0,62475.13
1992.0737704918033,45809.0,49320.34
2002.0164383561644,30721.0,34031.7
2010.3205479452056,72500.0,78220.16
2004.948087431694,60489.0,119506.01
2013.1561643835616,50661.0,57394.09
1987.317808219178,35204.0,43098.14
2014.131506849315,44826.0,44824.07
1988.016393442623,57095.0,78700.22
1998.227397260274,73858.0,100200.29
2008.035519125683,47515.0,51302.5
1988.9071038251366,91801.0,143633.59
2014.1150684931506,46309.0,52918.98
2000.8169398907103,69938.0,78435.87
2004.1830601092897,74000.0,72665.43
1994.4986301369863,101800.0,103149.28
1996.688524590164,74517.0,83343.54
2009.317808219178,61500.0,61880.68
2015.2986301369863,20800.0,3532.2
1987.2849315068493,79133.0,129087.11
2003.8575342465754,43287.0,11397.18
2014.7835616438356,31484.0,46176.49
1986.2630136986302,29999.0,2653.75
2000.1420765027322,44548.0,45967.01
2014.8191780821917,58200.0,38053.83
2006.835616438356,33884.0,18653.23
1978.558904109589,69500.0,69609.21
2005.5068493150684,36271.0,37751.94
2002.8109589041096,32375.0,32225.92
2007.041095890411,72000.0,69992.31
1997.7452054794521,75641.0,151133.38
2003.2438356164384,69296.0,73946.19
2008.4590163934427,48940.0,49194.77
2003.690410958904,56942.0,56918.25
2011.7808219178082,31158.0,42893.23
2014.827397260274,29328.0,17759.2
1977.8301369863013,96300.0,97368.83
2002.3424657534247,69296.0,106343.15
1971.572602739726,36147.0,36434.11
2007.2630136986302,36271.0,39421.74
2006.3479452054794,31990.0,51717.38
2011.4328767123288,22464.0,9323.1
2005.7150684931507,65480.0,103924.08
2007.4739726027397,28364.0,30150.6
2014.5972602739726,37774.0,38674.51
1972.8360655737704,114050.0,115550.04
2007.345205479452,31990.0,38396.79
1991.5917808219178,42303.0,55939.0
2002.227397260274,55599.0,55871.66
2013.9369863013699,29307.0,36097.96
2006.5780821917808,38339.0,87003.7
2006.731506849315,29827.0,29963.06
2006.5068493150684,42600.0,43728.82
1999.7835616438356,10853.0,10812.24
2006.9616438356165,34840.0,40553.21
2001.0958904109589,33354.0,38356.59
1976.948087431694,51347.0,52184.97
1988.8688524590164,65909.0,67676.05
1998.2794520547945,52000.0,3825.0
1987.531506849315,50890.0,50050.68
2005.2054794520548,48940.0,53080.74
2013.7095890410958,4576.0,0.0
2001.9095890410958,48940.0,54017.54
2012.8661202185792,107593.0,104194.84
2006.2986301369863,39807.0,51436.1
2012.4453551912568,55625.0,62132.16
1997.2712328767122,74517.0,113021.48
2007.9287671232876,29994.0,23807.69
2014.6328767123289,44545.0,64842.44
2012.3989071038252,18408.0,0.0
2008.3688524590164,47425.0,51276.28
2007.0958904109589,33879.0,34660.42
1987.5671232876712,48126.0,54533.11
2007.4301369863015,41355.0,47110.79
2013.6,19802.0,9479.01
2005.9890410958903,66731.0,87017.93
1985.7643835616439,47070.0,58562.23
2014.441095890411,68200.0,67334.16
1986.1671232876713,11467.0,11665.69
1997.131506849315,49396.0,48507.23
2006.33698630137,66731.0,67453.54
1994.2739726027398,73409.0,74193.79
2015.0575342465754,41500.0,17751.82
1999.2082191780821,73199.0,83659.83
2005.3890410958904,76700.0,76584.61
2005.7917808219179,41109.0,40944.4
1980.4180327868853,50326.0,50610.02
2009.613698630137,41355.0,41486.93
1993.6602739726027,74100.0,82725.15
2014.4191780821918,46309.0,48126.81
2015.2904109589042,46199.0,6929.71
2010.1424657534246,73100.0,74593.96
2000.4262295081967,56343.0,53434.58
2004.931693989071,67370.0,77842.6
2000.1775956284152,72540.0,72150.58
2005.7342465753425,103950.0,101681.53
2012.0054644808743,41109.0,39688.59
1997.109589041096,62379.0,72765.94
1989.123287671233,80700.0,81508.03
1988.103825136612,65909.0,68013.81
1997.0164383561644,76317.0,102917.53
2002.8219178082193,30721.0,34074.08
2015.454794520548,20800.0,0.0
2006.7397260273972,41355.0,49677.88
1986.1479452054793,60456.0,61078.4
1996.5382513661202,76317.0,88521.33
2014.495890410959,46309.0,49336.37
2006.6301369863013,34684.0,39245.12
2010.9479452054795,59128.0,78361.57
2006.9287671232876,29827.0,3334.44
2010.2986301369863,68200.0,68854.9
1989.3945205479451,39198.0,39474.18
2011.2657534246575,63300.0,62980.86
1994.1424657534246,82592.0,84644.44
1989.4328767123288,53215.0,80507.39
2004.3169398907103,41596.0,47389.53
2007.3068493150686,33879.0,29799.43
2013.5616438356165,30108.0,32727.48
2005.0849315068492,67370.0,100128.27
2012.5081967213114,26832.0,22654.95
1979.0383561643835,89800.0,90727.6
2006.7506849315068,10089.0,8243.01
2011.9068493150685,30949.0,31671.99
1999.5835616438355,64300.0,64825.01
1996.9371584699454,54826.0,60643.77
2007.964383561644,67025.0,90246.51
2011.868493150685,55625.0,57523.91
2010.4164383561645,29500.0,25749.24
2013.0602739726028,47012.0,60146.68
2012.4453551912568,29307.0,31604.86
2007.9013698630138,35691.0,35832.53
1998.2986301369863,74517.0,101118.05
1990.7095890410958,74100.0,82591.04
2007.2,40384.0,42970.03
2010.9479452054795,70000.0,67819.13
1998.427397260274,20800.0,12757.5
2012.5382513661202,56521.0,56770.36
2004.0819672131147,35880.0,47420.86
2014.4191780821918,22880.0,22474.82
1995.482191780822,75837.0,104403.05
2013.5260273972603,20800.0,19585.1
1982.6986301369864,38959.0,42051.85
2000.5027322404371,30721.0,36087.24
1994.9068493150685,32510.0,34571.21
2007.482191780822,66086.0,68452.61
2009.4712328767123,33879.0,34768.57
2006.676712328767,22318.0,13947.71
1998.7260273972602,38447.0,56239.4
2015.2219178082191,22318.0,5961.37
2012.4426229508197,10089.0,8191.53
1995.0082191780823,54034.0,53805.41
2005.849315068493,34840.0,39608.37
2014.4082191780822,21840.0,4788.23
2005.813698630137,74600.0,78965.39
2012.6584699453551,47012.0,63389.96
2008.8387978142077,38190.0,41353.48
1996.9180327868853,31616.0,40317.17
2006.490410958904,42026.0,42359.89
2007.6,29994.0,22149.48
1977.9068493150685,45777.0,57710.64
1994.3123287671233,34261.0,36995.84
2014.5506849315068,37774.0,35115.91
1991.3616438356164,72011.0,79636.39
2013.0027397260274,31158.0,49774.79
2013.5150684931507,63300.0,63471.09
2012.3852459016393,10089.0,8217.78
2014.9205479452055,85000.0,43999.87
2013.323287671233,92900.0,93020.8
1997.2438356164384,89443.0,90450.02
2007.958904109589,68013.0,76453.66
2011.495890410959,33280.0,32424.0
2014.468493150685,20800.0,1960.0
1997.8575342465754,59487.0,60243.1
2007.5068493150684,73674.0,6158.99
2015.164383561644,42799.0,13004.21
2003.613698630137,66595.0,68491.52
2001.9232876712329,69296.0,82639.52
2015.2493150684932,59600.0,11461.55
1998.66301369863,10853.0,11041.05
2001.786301369863,42596.0,55562.74
1997.668493150685,98700.0,98632.16
2003.0383561643835,70647.0,179508.87
2006.7506849315068,51722.0,51961.21
1999.054794520548,73199.0,17698.79
1997.827397260274,70393.0,71715.79
2011.6328767123289,97240.0,95574.05
2013.786301369863,39931.0,40248.28
1995.4082191780822,87966.0,100903.54
2008.139344262295,127500.0,132066.85
2011.7479452054795,45800.0,46259.27
2014.4356164383562,60000.0,54204.34
1997.8219178082193,54826.0,57933.73
2007.0712328767124,95500.0,96459.69
2011.9068493150685,39308.0,37280.3
2011.7342465753425,4576.0,2109.58
1998.835616438356,31616.0,34318.44
2008.6284153005465,64365.0,66347.21
2007.6219178082192,67025.0,83531.25
2008.7841530054645,63004.0,71562.64
2005.7917808219179,34684.0,38904.28
2006.8082191780823,29827.0,37218.76
2015.4136986301369,58500.0,3375.0
1998.854794520548,41139.0,43141.65
2012.155737704918,62920.0,58607.65
2002.3068493150686,69296.0,75578.59
2001.0082191780823,48172.0,66554.17
2005.3506849315067,55599.0,54299.4
1987.4602739726026,33405.0,34962.38
2007.2,66086.0,93463.81
1998.5287671232877,37867.0,37901.25
2002.7068493150684,37359.0,38162.06
1988.1092896174864,57930.0,56705.22
2011.4849315068493,28284.0,29573.14
2000.6256830601094,69938.0,91569.68
2010.6602739726027,59128.0,67178.29
2014.5890410958905,29815.0,26837.89
2007.13698630137,69296.0,92119.11
2014.5534246575342,46199.0,44944.73
2014.8657534246574,39308.0,20639.96
2014.0712328767124,56100.0,55764.72
2005.6657534246576,33879.0,34029.27
1989.676712328767,97300.0,95455.77
2002.7506849315068,48940.0,52261.05
2011.704109589041,44623.0,45311.6
2006.1260273972603,56363.0,71957.82
1993.9890410958903,76496.0,84737.83
1998.145205479452,44548.0,45245.35
2012.844262295082,59600.0,59285.97
2007.295890410959,69500.0,70204.99
2014.013698630137,32328.0,31722.24
2014.9287671232876,42600.0,22860.02
2014.109589041096,57300.0,57656.03
2011.317808219178,73626.0,87238.31
2006.490410958904,59600.0,49660.1
1988.1420765027322,72900.0,73037.18
2012.3852459016393,29120.0,10248.0
2015.054794520548,46199.0,17950.16
2005.427397260274,52000.0,20049.88
2003.572602739726,68013.0,80433.39
2002.0164383561644,67749.0,151626.54
2010.6986301369864,4576.0,2006.28
1996.0300546448088,99083.0,149445.72
2014.972602739726,36318.0,17455.44
1987.854794520548,33405.0,38385.09
2012.2540983606557,46747.0,52941.46
1991.1972602739727,78475.0,114079.47
1996.3469945355191,75178.0,100003.25
2000.8661202185792,80572.0,94328.72
2002.5753424657535,68656.0,84574.18
1998.8931506849315,70821.0,74792.24
1998.7972602739726,44548.0,33729.41
2006.4767123287672,29378.0,2429.12
1983.7753424657535,127560.0,127734.09
2000.9043715846994,66595.0,70229.78
2014.358904109589,30834.0,34889.93
2008.827868852459,26157.0,26410.18
2014.4630136986302,31470.0,2493.95
1992.224043715847,38148.0,46439.04
2005.0849315068492,68998.0,88020.24
1991.849315068493,5512.0,2279.95
2007.4739726027397,20842.0,10441.08
1994.7616438356165,89156.0,115549.91
1977.9342465753425,45777.0,51285.15
1987.145205479452,53215.0,53842.29
1994.7342465753425,88352.0,103704.58
2006.482191780822,16640.0,2098.75
2009.6054794520549,35212.0,35551.91
2007.5369863013698,32933.0,36817.28
1978.4931506849316,69500.0,90016.97
2014.5205479452054,27652.0,25539.82
1991.6301369863013,51790.0,72199.12
2008.877049180328,33879.0,36662.39
2014.805479452055,23920.0,1843.97
2000.1639344262296,52051.0,68438.79
2003.654794520548,10546.0,10440.44
1994.964383561644,56378.0,56092.6
2014.3808219178081,95700.0,93716.43
2013.7452054794521,16640.0,425.44
2006.4657534246576,66731.0,156.3
2011.0630136986301,29906.0,29684.96
2012.7486338797814,68000.0,67341.82
2014.5890410958905,36318.0,30768.21
2003.613698630137,68460.0,77710.31
2006.7068493150684,20800.0,6433.3
2006.7068493150684,20800.0,6348.3
1987.9123287671232,74900.0,76656.0
1996.0273224043715,87163.0,100506.74
1985.0767123287671,48331.0,48307.53
2013.7452054794521,28284.0,27904.02
2007.5232876712328,29827.0,41993.79
1975.6876712328767,33759.0,36842.61
1997.454794520548,76700.0,77174.23
2011.9917808219177,29827.0,29522.62
2003.194520547945,10546.0,10728.75
2000.9043715846994,41001.0,111684.21
2007.4739726027397,62175.0,62058.29
2003.4739726027397,50743.0,50771.77
2002.7452054794521,32947.0,52632.16
2015.4712328767123,22318.0,0.0
2000.1639344262296,70018.0,129508.34
1994.2438356164384,88682.0,95993.35
1983.66301369863,79133.0,90320.25
2007.3643835616438,33879.0,36180.11
2006.4767123287672,27652.0,16227.0
2007.5808219178082,65446.0,74426.63
2010.8958904109588,83300.0,83552.82
1993.6493150684933,39535.0,40315.78
2010.5917808219178,59128.0,64226.57
2007.7095890410958,47079.0,47666.24
2003.668493150685,61710.0,56362.65
1998.164383561644,40639.0,46273.2
2012.295081967213,55625.0,58663.08
2013.7479452054795,59600.0,51658.48
1985.4602739726026,22464.0,3115.8
2000.7896174863388,41001.0,41892.38
1989.9835616438356,57930.0,58102.51
2004.1639344262296,30721.0,39276.69
2015.1342465753426,28158.0,6802.33
2007.613698630137,64500.0,65050.13
2007.4986301369863,44259.0,43719.38
2008.1120218579235,47515.0,47664.57
2002.8876712328768,48304.0,50417.72
1989.8465753424657,37943.0,37727.66
2013.8082191780823,29999.0,23821.42
2014.6328767123289,44545.0,45367.42
2014.0602739726028,33280.0,0.0
2014.5123287671233,22318.0,22270.27
2014.4054794520548,101200.0,105819.64
2004.9289617486338,44259.0,43307.08
1987.1150684931506,46319.0,56107.84
2014.013698630137,60000.0,60831.98
2008.691256830601,63004.0,97702.11
2011.2410958904109,62175.0,62470.32
2009.786301369863,19802.0,10335.82
2006.5287671232877,29994.0,27859.84
2014.0904109589042,32328.0,34924.65
2004.7377049180327,37742.0,44079.03
1979.8246575342466,48331.0,48760.75
2012.7732240437158,4576.0,2994.05
1997.6876712328767,42808.0,44580.27
2015.454794520548,20800.0,0.0
1996.879781420765,110400.0,110234.51
2009.441095890411,46309.0,52315.13
2000.1612021857923,72540.0,87445.86
2006.5013698630137,33879.0,34168.39
1986.1534246575343,48304.0,48708.24
2007.2575342465752,10239.0,10367.88
2006.213698630137,65442.0,113079.97
1986.109589041096,57930.0,60614.64
1987.7972602739726,39000.0,69130.16
2006.213698630137,65480.0,115205.6
2008.8579234972678,63004.0,66586.1
1999.613698630137,72540.0,82112.35
2010.2,4576.0,3009.66
2005.1780821917807,48940.0,48641.99
2014.704109589041,55000.0,41886.22
2006.2410958904109,31432.0,31935.77
1971.6027397260275,29994.0,27686.8
2005.8821917808218,42026.0,17261.44
2013.731506849315,46309.0,63136.05
2013.2082191780821,70800.0,35145.86
2014.2712328767122,8062.0,8060.78
1993.8876712328768,32510.0,42325.33
1990.13698630137,33405.0,47893.33
2012.7486338797814,35808.0,35573.03
2015.4602739726026,43098.0,0.0
2009.3260273972603,46560.0,65469.73
2014.8958904109588,40000.0,23100.77
2011.2986301369863,59128.0,67143.9
2006.8657534246574,65480.0,78480.68
2000.103825136612,85320.0,96762.03
2009.509589041096,91200.0,92410.86
2005.4986301369863,61481.0,62442.27
1993.9287671232876,116900.0,116298.8
2006.4630136986302,31432.0,32646.69
2007.4739726027397,30834.0,30068.99
2007.2438356164384,21320.0,2895.64
2013.9369863013699,46542.0,44676.22
2011.2383561643835,22318.0,26140.56
2012.4426229508197,56100.0,56420.34
2014.972602739726,25598.0,7739.05
1986.1753424657534,43467.0,61846.78
1999.7945205479452,35911.0,35657.49
2010.717808219178,52000.0,41012.26
2013.4767123287672,86400.0,85734.61
2003.054794520548,80400.0,79079.99
2011.3917808219178,34653.0,38624.74
1987.5479452054794,97725.0,105194.89
2011.4465753424658,53105.0,53992.79
1985.3780821917808,44631.0,44464.67
2007.021917808219,66086.0,76414.21
2008.6284153005465,64365.0,64603.43
2000.6584699453551,69938.0,71255.31
1994.2739726027398,41789.0,44252.59
2000.6639344262296,67749.0,83113.91
1997.0712328767124,54826.0,56701.39
2004.6994535519125,34684.0,34569.03
1992.9699453551912,69938.0,77675.1
2015.3068493150686,6240.0,217.5
2000.6584699453551,93586.0,112765.15
2006.194520547945,53980.0,53708.33
2010.972602739726,60687.0,30989.94
2014.4630136986302,20800.0,2490.0
2007.6027397260275,42026.0,48927.08
2012.9289617486338,56100.0,55738.94
1995.0493150684931,45809.0,46125.08
1990.7095890410958,74100.0,74425.01
2003.654794520548,10546.0,10484.56
1994.5232876712328,75837.0,93497.92
1987.509589041096,37943.0,38696.93
2013.772602739726,23920.0,5579.14
2009.2630136986302,31990.0,39030.29
2013.2849315068493,20800.0,19062.35
1988.2185792349726,47070.0,51353.32
2015.3397260273973,63300.0,5345.03
2006.213698630137,65480.0,78430.37
2012.4453551912568,20800.0,8093.3
2000.311475409836,62379.0,66199.92
2007.9890410958903,93600.0,90622.07
2003.7506849315068,42596.0,47852.8
2012.811475409836,46199.0,32531.61
2012.6612021857923,46309.0,53011.54
2006.2356164383561,66731.0,60729.39
2013.3123287671233,28284.0,28636.36
2013.7068493150684,44623.0,43653.25
1985.7452054794521,37943.0,39393.79
2003.0383561643835,68460.0,73526.11
2007.945205479452,64365.0,67893.81
2000.7131147540983,47515.0,47664.57
2005.1013698630136,30721.0,35327.83
2003.4739726027397,34895.0,44438.15
2008.877049180328,35691.0,36603.06
2014.8191780821917,22318.0,12670.92
2008.8005464480875,68200.0,67997.53
2007.372602739726,10239.0,10391.86
1997.9698630136986,110600.0,110073.14
2001.2356164383561,82995.0,114609.7
1989.6027397260275,61700.0,64270.92
2013.5534246575342,29307.0,32180.0
1999.1260273972603,68825.0,69757.7
2008.188524590164,30888.0,48857.91
2010.5342465753424,59600.0,62124.01
2014.531506849315,46199.0,46384.69
2006.213698630137,66231.0,66596.45
1974.6109589041096,38959.0,45169.34
2000.9699453551912,10546.0,10683.59
2015.4191780821918,32000.0,1230.77
2010.3534246575343,56100.0,55961.45
2005.7150684931507,34840.0,39911.7
2001.2520547945205,69938.0,76846.3
1987.2657534246575,79133.0,96959.24
2007.3068493150686,31990.0,38370.58
2007.4739726027397,47012.0,62703.47
2008.9918032786886,69600.0,69550.82
2008.8469945355191,47515.0,53155.1
1980.3224043715848,38605.0,48021.16
2012.7868852459017,33354.0,47500.3
2001.772602739726,34577.0,41452.18
2015.0109589041097,44414.0,20498.76
2015.454794520548,20800.0,0.0
2014.0794520547945,39492.0,39330.54
2013.8027397260273,65458.0,56402.81
2014.5205479452054,5512.0,2680.05
2006.4493150684932,66731.0,80881.77
2007.4438356164383,19802.0,7887.51
1995.1671232876713,50678.0,50408.53
2012.4426229508197,55625.0,76515.0
1997.7424657534248,85684.0,115798.98
2006.7780821917809,10239.0,10463.87
2008.379781420765,32933.0,40674.7
2008.8852459016393,74861.0,94149.22
2007.9479452054795,34440.0,37702.93
2012.7322404371585,211785.0,210705.46
2013.6301369863013,34111.0,32695.77
2001.0767123287671,55599.0,54413.9
2008.8661202185792,62379.0,86050.94
1997.2493150684932,110600.0,111637.26
2007.7698630136986,65446.0,72823.49
2009.668493150685,88400.0,89843.73
1993.150684931507,77155.0,98284.16
1987.5479452054794,80200.0,80051.7
2009.490410958904,55625.0,77615.61
2014.8986301369864,46199.0,25531.74
2015.3972602739725,63300.0,4038.99
2011.0493150684931,62175.0,68017.54
1988.8688524590164,104357.0,110986.97
2012.6147540983607,47012.0,55304.7
